step,C-NR,C-SR,C-AR,C-UR,OC-NR,OC-SR,OC-AR,OC-UR,OD-NR,OD-SR,OD-AR,OD-UR,D-NR,D-SR,D-AR,D-UR
398,0,157,0,72,0,107,0,64,0,0,0,0,0,0,0,0
399,0,167,0,119,0,61,0,53,0,0,0,0,0,0,0,0
400,0,157,0,75,0,107,0,61,0,0,0,0,0,0,0,0
401,0,169,0,116,0,62,0,53,0,0,0,0,0,0,0,0
402,0,157,0,74,0,107,0,62,0,0,0,0,0,0,0,0
403,0,167,0,119,0,61,0,53,0,0,0,0,0,0,0,0
404,0,156,0,74,0,108,0,62,0,0,0,0,0,0,0,0
405,0,169,0,117,0,62,0,52,0,0,0,0,0,0,0,0
406,0,157,0,72,0,107,0,64,0,0,0,0,0,0,0,0
407,0,167,0,119,0,61,0,53,0,0,0,0,0,0,0,0
408,0,155,0,73,0,109,0,63,0,0,0,0,0,0,0,0
409,0,168,0,118,0,61,0,53,0,0,0,0,0,0,0,0
410,0,158,0,77,0,106,0,59,0,0,0,0,0,0,0,0
411,0,170,0,116,0,62,0,52,0,0,0,0,0,0,0,0
412,0,156,0,72,0,108,0,64,0,0,0,0,0,0,0,0
413,0,169,0,117,0,60,0,54,0,0,0,0,0,0,0,0
414,0,158,0,73,0,106,0,63,0,0,0,0,0,0,0,0
415,0,167,0,119,0,61,0,53,0,0,0,0,0,0,0,0
416,0,162,0,70,0,102,0,66,0,0,0,0,0,0,0,0
417,0,168,0,118,0,61,0,53,0,0,0,0,0,0,0,0
418,0,155,0,74,0,109,0,62,0,0,0,0,0,0,0,0
419,0,172,0,114,0,61,0,53,0,0,0,0,0,0,0,0
420,0,158,0,77,0,106,0,59,0,0,0,0,0,0,0,0
421,0,166,0,120,0,60,0,54,0,0,0,0,0,0,0,0
422,0,158,0,74,0,106,0,62,0,0,0,0,0,0,0,0
423,0,166,0,119,0,61,0,54,0,0,0,0,0,0,0,0
424,0,159,0,75,0,105,0,61,0,0,0,0,0,0,0,0
425,0,169,0,116,0,61,0,54,0,0,0,0,0,0,0,0
426,0,165,0,73,0,99,0,63,0,0,0,0,0,0,0,0
427,0,169,0,116,0,61,0,54,0,0,0,0,0,0,0,0
428,0,159,0,80,0,105,0,56,0,0,0,0,0,0,0,0
429,0,166,0,120,0,61,0,53,0,0,0,0,0,0,0,0
430,0,154,0,71,0,110,0,65,0,0,0,0,0,0,0,0
431,0,168,0,118,0,60,0,54,0,0,0,0,0,0,0,0
432,0,158,0,72,0,106,0,64,0,0,0,0,0,0,0,0
433,0,167,0,119,0,61,0,53,0,0,0,0,0,0,0,0
434,0,160,0,72,0,104,0,64,0,0,0,0,0,0,0,0
435,0,170,0,116,0,60,0,54,0,0,0,0,0,0,0,0
436,0,159,0,70,0,105,0,66,0,0,0,0,0,0,0,0
437,0,170,0,115,0,61,0,54,0,0,0,0,0,0,0,0
438,0,162,0,72,0,102,0,64,0,0,0,0,0,0,0,0
439,0,168,0,118,0,61,0,53,0,0,0,0,0,0,0,0
440,0,160,0,76,0,104,0,60,0,0,0,0,0,0,0,0
441,0,167,0,119,0,60,0,54,0,0,0,0,0,0,0,0
442,0,157,0,76,0,107,0,60,0,0,0,0,0,0,0,0
443,0,169,0,117,0,60,0,54,0,0,0,0,0,0,0,0
444,0,162,0,71,0,102,0,65,0,0,0,0,0,0,0,0
445,0,170,0,116,0,61,0,53,0,0,0,0,0,0,0,0
446,0,163,0,76,0,100,0,61,0,0,0,0,0,0,0,0
447,0,169,0,117,0,61,0,53,0,0,0,0,0,0,0,0
448,0,160,0,72,0,104,0,64,0,0,0,0,0,0,0,0
449,0,166,0,120,0,61,0,53,0,0,0,0,0,0,0,0
450,0,163,0,72,0,101,0,64,0,0,0,0,0,0,0,0
451,0,169,0,117,0,61,0,53,0,0,0,0,0,0,0,0
452,0,157,0,73,0,107,0,63,0,0,0,0,0,0,0,0
453,0,167,0,119,0,60,0,54,0,0,0,0,0,0,0,0
454,0,163,0,73,0,101,0,63,0,0,0,0,0,0,0,0
455,0,170,0,116,0,61,0,53,0,0,0,0,0,0,0,0
456,0,160,0,75,0,104,0,61,0,0,0,0,0,0,0,0
457,0,168,0,118,0,61,0,53,0,0,0,0,0,0,0,0
458,0,160,0,71,0,104,0,65,0,0,0,0,0,0,0,0
459,0,168,0,118,0,60,0,54,0,0,0,0,0,0,0,0
460,0,154,0,74,0,110,0,62,0,0,0,0,0,0,0,0
461,0,168,0,118,0,60,0,54,0,0,0,0,0,0,0,0
462,0,160,0,73,0,104,0,63,0,0,0,0,0,0,0,0
463,0,168,0,118,0,61,0,53,0,0,0,0,0,0,0,0
464,0,161,0,74,0,103,0,62,0,0,0,0,0,0,0,0
465,0,167,0,119,0,61,0,53,0,0,0,0,0,0,0,0
466,0,161,0,76,0,103,0,60,0,0,0,0,0,0,0,0
467,0,167,0,119,0,61,0,53,0,0,0,0,0,0,0,0
468,0,158,0,74,0,106,0,62,0,0,0,0,0,0,0,0
469,0,169,0,118,0,61,0,52,0,0,0,0,0,0,0,0
470,0,158,0,73,0,106,0,63,0,0,0,0,0,0,0,0
471,0,169,0,118,0,62,0,51,0,0,0,0,0,0,0,0
472,0,156,0,76,0,107,0,61,0,0,0,0,0,0,0,0
473,0,170,0,117,0,61,0,52,0,0,0,0,0,0,0,0
474,0,158,0,74,0,106,0,62,0,0,0,0,0,0,0,0
475,0,168,0,119,0,61,0,52,0,0,0,0,0,0,0,0
476,0,156,0,72,0,108,0,64,0,0,0,0,0,0,0,0
477,0,166,0,121,0,62,0,51,0,0,0,0,0,0,0,0
478,0,156,0,69,0,108,0,67,0,0,0,0,0,0,0,0
479,0,170,0,117,0,61,0,52,0,0,0,0,0,0,0,0
480,0,154,0,72,0,110,0,64,0,0,0,0,0,0,0,0
481,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
482,0,156,0,72,0,108,0,64,0,0,0,0,0,0,0,0
483,0,170,0,117,0,61,0,52,0,0,0,0,0,0,0,0
484,0,161,0,75,0,103,0,61,0,0,0,0,0,0,0,0
485,0,165,0,122,0,62,0,51,0,0,0,0,0,0,0,0
486,0,153,0,74,0,111,0,62,0,0,0,0,0,0,0,0
487,0,167,0,120,0,63,0,50,0,0,0,0,0,0,0,0
488,0,154,0,77,0,110,0,59,0,0,0,0,0,0,0,0
489,0,167,0,120,0,61,0,52,0,0,0,0,0,0,0,0
490,0,162,0,73,0,103,0,62,0,0,0,0,0,0,0,0
491,0,170,0,117,0,60,0,53,0,0,0,0,0,0,0,0
492,0,158,0,71,0,107,0,64,0,0,0,0,0,0,0,0
493,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
494,0,155,0,73,0,110,0,62,0,0,0,0,0,0,0,0
495,0,172,0,115,0,60,0,53,0,0,0,0,0,0,0,0
496,0,158,0,73,0,107,0,62,0,0,0,0,0,0,0,0
497,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
498,0,157,0,74,0,108,0,61,0,0,0,0,0,0,0,0
499,0,165,0,121,0,60,0,54,0,0,0,0,0,0,0,0
500,0,158,0,74,0,107,0,61,0,0,0,0,0,0,0,0
501,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
502,0,158,0,72,0,107,0,63,0,0,0,0,0,0,0,0
503,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
504,0,156,0,71,0,109,0,64,0,0,0,0,0,0,0,0
505,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
506,0,159,0,73,0,106,0,62,0,0,0,0,0,0,0,0
507,0,168,0,118,0,60,0,54,0,0,0,0,0,0,0,0
508,0,160,0,73,0,105,0,62,0,0,0,0,0,0,0,0
509,0,168,0,119,0,61,0,52,0,0,0,0,0,0,0,0
510,0,161,0,71,0,104,0,64,0,0,0,0,0,0,0,0
511,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
512,0,162,0,71,0,103,0,64,0,0,0,0,0,0,0,0
513,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
514,0,160,0,71,0,105,0,64,0,0,0,0,0,0,0,0
515,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
516,0,159,0,73,0,106,0,62,0,0,0,0,0,0,0,0
517,0,165,0,122,0,60,0,53,0,0,0,0,0,0,0,0
518,0,161,0,70,0,104,0,65,0,0,0,0,0,0,0,0
519,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
520,0,157,0,74,0,108,0,61,0,0,0,0,0,0,0,0
521,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
522,0,158,0,76,0,107,0,59,0,0,0,0,0,0,0,0
523,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
524,0,154,0,72,0,111,0,63,0,0,0,0,0,0,0,0
525,0,165,0,122,0,61,0,52,0,0,0,0,0,0,0,0
526,0,157,0,69,0,108,0,66,0,0,0,0,0,0,0,0
527,0,168,0,118,0,62,0,52,0,0,0,0,0,0,0,0
528,0,161,0,72,0,104,0,63,0,0,0,0,0,0,0,0
529,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
530,0,160,0,72,0,105,0,63,0,0,0,0,0,0,0,0
531,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
532,0,159,0,76,0,106,0,59,0,0,0,0,0,0,0,0
533,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
534,0,162,0,75,0,102,0,61,0,0,0,0,0,0,0,0
535,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
536,0,158,0,73,0,107,0,62,0,0,0,0,0,0,0,0
537,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
538,0,158,0,72,0,107,0,63,0,0,0,0,0,0,0,0
539,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
540,0,159,0,71,0,106,0,64,0,0,0,0,0,0,0,0
541,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
542,0,158,0,70,0,107,0,65,0,0,0,0,0,0,0,0
543,0,168,0,119,0,61,0,52,0,0,0,0,0,0,0,0
544,0,161,0,70,0,104,0,65,0,0,0,0,0,0,0,0
545,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
546,0,158,0,71,0,107,0,64,0,0,0,0,0,0,0,0
547,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
548,0,158,0,71,0,107,0,64,0,0,0,0,0,0,0,0
549,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
550,0,157,0,72,0,108,0,63,0,0,0,0,0,0,0,0
551,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
552,0,154,0,72,0,111,0,63,0,0,0,0,0,0,0,0
553,0,169,0,118,0,61,0,52,0,0,0,0,0,0,0,0
554,0,157,0,73,0,108,0,62,0,0,0,0,0,0,0,0
555,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
556,0,155,0,70,0,110,0,65,0,0,0,0,0,0,0,0
557,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
558,0,157,0,73,0,108,0,62,0,0,0,0,0,0,0,0
559,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
560,0,155,0,74,0,110,0,61,0,0,0,0,0,0,0,0
561,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
562,0,159,0,72,0,106,0,63,0,0,0,0,0,0,0,0
563,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
564,0,161,0,73,0,104,0,62,0,0,0,0,0,0,0,0
565,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
566,0,156,0,72,0,109,0,63,0,0,0,0,0,0,0,0
567,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
568,0,158,0,72,0,107,0,63,0,0,0,0,0,0,0,0
569,0,168,0,119,0,61,0,52,0,0,0,0,0,0,0,0
570,0,161,0,71,0,104,0,64,0,0,0,0,0,0,0,0
571,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
572,0,159,0,71,0,106,0,64,0,0,0,0,0,0,0,0
573,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
574,0,159,0,70,0,106,0,65,0,0,0,0,0,0,0,0
575,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
576,0,157,0,74,0,108,0,61,0,0,0,0,0,0,0,0
577,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
578,0,154,0,69,0,111,0,66,0,0,0,0,0,0,0,0
579,0,166,0,121,0,61,0,52,0,0,0,0,0,0,0,0
580,0,157,0,74,0,108,0,61,0,0,0,0,0,0,0,0
581,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
582,0,156,0,74,0,109,0,61,0,0,0,0,0,0,0,0
583,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
584,0,159,0,70,0,106,0,65,0,0,0,0,0,0,0,0
585,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
586,0,159,0,73,0,106,0,62,0,0,0,0,0,0,0,0
587,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
588,0,159,0,72,0,106,0,63,0,0,0,0,0,0,0,0
589,0,169,0,118,0,61,0,52,0,0,0,0,0,0,0,0
590,0,162,0,75,0,103,0,60,0,0,0,0,0,0,0,0
591,0,168,0,119,0,61,0,52,0,0,0,0,0,0,0,0
592,0,161,0,70,0,104,0,65,0,0,0,0,0,0,0,0
593,0,169,0,118,0,61,0,52,0,0,0,0,0,0,0,0
594,0,157,0,75,0,108,0,60,0,0,0,0,0,0,0,0
595,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
596,0,157,0,75,0,108,0,60,0,0,0,0,0,0,0,0
597,0,167,0,120,0,61,0,52,0,0,0,0,0,0,0,0
598,0,159,0,71,0,106,0,64,0,0,0,0,0,0,0,0
599,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
600,0,156,0,73,0,109,0,62,0,0,0,0,0,0,0,0
601,0,170,0,117,0,60,0,53,0,0,0,0,0,0,0,0
602,0,157,0,73,0,108,0,62,0,0,0,0,0,0,0,0
603,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
604,0,158,0,72,0,107,0,63,0,0,0,0,0,0,0,0
605,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
606,0,159,0,71,0,106,0,64,0,0,0,0,0,0,0,0
607,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
608,0,156,0,69,0,109,0,66,0,0,0,0,0,0,0,0
609,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
610,0,156,0,70,0,109,0,65,0,0,0,0,0,0,0,0
611,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
612,0,159,0,75,0,106,0,60,0,0,0,0,0,0,0,0
613,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
614,0,152,0,72,0,113,0,63,0,0,0,0,0,0,0,0
615,0,169,0,118,0,61,0,52,0,0,0,0,0,0,0,0
616,0,161,0,71,0,104,0,64,0,0,0,0,0,0,0,0
617,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
618,0,157,0,73,0,108,0,62,0,0,0,0,0,0,0,0
619,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
620,0,160,0,69,0,105,0,66,0,0,0,0,0,0,0,0
621,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
622,0,157,0,72,0,108,0,63,0,0,0,0,0,0,0,0
623,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
624,0,161,0,71,0,104,0,64,0,0,0,0,0,0,0,0
625,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
626,0,155,0,74,0,110,0,61,0,0,0,0,0,0,0,0
627,0,170,0,117,0,61,0,52,0,0,0,0,0,0,0,0
628,0,158,0,73,0,107,0,62,0,0,0,0,0,0,0,0
629,0,170,0,117,0,61,0,52,0,0,0,0,0,0,0,0
630,0,159,0,73,0,106,0,62,0,0,0,0,0,0,0,0
631,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
632,0,156,0,73,0,109,0,62,0,0,0,0,0,0,0,0
633,0,170,0,117,0,61,0,52,0,0,0,0,0,0,0,0
634,0,161,0,72,0,104,0,63,0,0,0,0,0,0,0,0
635,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
636,0,158,0,73,0,108,0,61,0,0,0,0,0,0,0,0
637,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
638,0,163,0,70,0,103,0,64,0,0,0,0,0,0,0,0
639,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
640,0,160,0,71,0,106,0,63,0,0,0,0,0,0,0,0
641,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
642,0,157,0,70,0,109,0,64,0,0,0,0,0,0,0,0
643,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
644,0,158,0,71,0,108,0,63,0,0,0,0,0,0,0,0
645,0,169,0,118,0,58,0,55,0,0,0,0,0,0,0,0
646,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
647,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
648,0,164,0,72,0,102,0,62,0,0,0,0,0,0,0,0
649,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
650,0,157,0,68,0,109,0,66,0,0,0,0,0,0,0,0
651,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
652,0,160,0,70,0,106,0,64,0,0,0,0,0,0,0,0
653,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
654,0,158,0,73,0,108,0,61,0,0,0,0,0,0,0,0
655,0,169,0,118,0,58,0,55,0,0,0,0,0,0,0,0
656,0,160,0,74,0,106,0,60,0,0,0,0,0,0,0,0
657,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
658,0,158,0,71,0,108,0,63,0,0,0,0,0,0,0,0
659,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
660,0,159,0,74,0,107,0,60,0,0,0,0,0,0,0,0
661,0,169,0,118,0,60,0,53,0,0,0,0,0,0,0,0
662,0,158,0,70,0,108,0,64,0,0,0,0,0,0,0,0
663,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
664,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
665,0,165,0,121,0,60,0,54,0,0,0,0,0,0,0,0
666,0,157,0,72,0,109,0,62,0,0,0,0,0,0,0,0
667,0,165,0,122,0,59,0,54,0,0,0,0,0,0,0,0
668,0,160,0,69,0,106,0,65,0,0,0,0,0,0,0,0
669,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
670,0,157,0,73,0,109,0,61,0,0,0,0,0,0,0,0
671,0,166,0,120,0,60,0,54,0,0,0,0,0,0,0,0
672,0,159,0,73,0,107,0,61,0,0,0,0,0,0,0,0
673,0,168,0,118,0,60,0,54,0,0,0,0,0,0,0,0
674,0,154,0,72,0,112,0,62,0,0,0,0,0,0,0,0
675,0,168,0,118,0,61,0,53,0,0,0,0,0,0,0,0
676,0,158,0,69,0,108,0,65,0,0,0,0,0,0,0,0
677,0,167,0,119,0,60,0,54,0,0,0,0,0,0,0,0
678,0,159,0,70,0,107,0,64,0,0,0,0,0,0,0,0
679,0,167,0,119,0,60,0,54,0,0,0,0,0,0,0,0
680,0,161,0,70,0,105,0,64,0,0,0,0,0,0,0,0
681,0,167,0,119,0,59,0,55,0,0,0,0,0,0,0,0
682,0,156,0,70,0,110,0,64,0,0,0,0,0,0,0,0
683,0,170,0,116,0,59,0,55,0,0,0,0,0,0,0,0
684,0,157,0,70,0,109,0,64,0,0,0,0,0,0,0,0
685,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
686,0,161,0,73,0,105,0,61,0,0,0,0,0,0,0,0
687,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
688,0,159,0,69,0,107,0,65,0,0,0,0,0,0,0,0
689,0,168,0,119,0,58,0,55,0,0,0,0,0,0,0,0
690,0,161,0,68,0,105,0,66,0,0,0,0,0,0,0,0
691,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
692,0,159,0,70,0,107,0,64,0,0,0,0,0,0,0,0
693,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
694,0,160,0,68,0,106,0,66,0,0,0,0,0,0,0,0
695,0,169,0,118,0,58,0,55,0,0,0,0,0,0,0,0
696,0,165,0,72,0,101,0,62,0,0,0,0,0,0,0,0
697,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
698,0,160,0,69,0,106,0,65,0,0,0,0,0,0,0,0
699,0,168,0,118,0,59,0,55,0,0,0,0,0,0,0,0
700,0,159,0,73,0,107,0,61,0,0,0,0,0,0,0,0
701,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
702,0,159,0,69,0,107,0,65,0,0,0,0,0,0,0,0
703,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
704,0,157,0,70,0,109,0,64,0,0,0,0,0,0,0,0
705,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
706,0,160,0,74,0,106,0,60,0,0,0,0,0,0,0,0
707,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
708,0,161,0,72,0,105,0,62,0,0,0,0,0,0,0,0
709,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
710,0,159,0,71,0,107,0,63,0,0,0,0,0,0,0,0
711,0,169,0,118,0,58,0,55,0,0,0,0,0,0,0,0
712,0,159,0,68,0,107,0,66,0,0,0,0,0,0,0,0
713,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
714,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
715,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
716,0,158,0,72,0,108,0,62,0,0,0,0,0,0,0,0
717,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
718,0,158,0,74,0,108,0,60,0,0,0,0,0,0,0,0
719,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
720,0,158,0,72,0,108,0,62,0,0,0,0,0,0,0,0
721,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
722,0,159,0,70,0,107,0,64,0,0,0,0,0,0,0,0
723,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
724,0,157,0,71,0,109,0,63,0,0,0,0,0,0,0,0
725,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
726,0,159,0,70,0,107,0,64,0,0,0,0,0,0,0,0
727,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
728,0,160,0,71,0,106,0,63,0,0,0,0,0,0,0,0
729,0,167,0,120,0,58,0,55,0,0,0,0,0,0,0,0
730,0,159,0,70,0,107,0,64,0,0,0,0,0,0,0,0
731,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
732,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
733,0,171,0,116,0,59,0,54,0,0,0,0,0,0,0,0
734,0,156,0,73,0,110,0,61,0,0,0,0,0,0,0,0
735,0,170,0,117,0,58,0,55,0,0,0,0,0,0,0,0
736,0,157,0,71,0,109,0,63,0,0,0,0,0,0,0,0
737,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
738,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
739,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
740,0,159,0,70,0,107,0,64,0,0,0,0,0,0,0,0
741,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
742,0,160,0,71,0,106,0,63,0,0,0,0,0,0,0,0
743,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
744,0,158,0,71,0,108,0,63,0,0,0,0,0,0,0,0
745,0,167,0,120,0,60,0,53,0,0,0,0,0,0,0,0
746,0,157,0,72,0,109,0,62,0,0,0,0,0,0,0,0
747,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
748,0,157,0,72,0,109,0,62,0,0,0,0,0,0,0,0
749,0,168,0,119,0,58,0,55,0,0,0,0,0,0,0,0
750,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
751,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
752,0,164,0,72,0,102,0,62,0,0,0,0,0,0,0,0
753,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
754,0,160,0,73,0,106,0,61,0,0,0,0,0,0,0,0
755,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
756,0,162,0,70,0,104,0,64,0,0,0,0,0,0,0,0
757,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
758,0,158,0,72,0,108,0,62,0,0,0,0,0,0,0,0
759,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
760,0,163,0,72,0,103,0,62,0,0,0,0,0,0,0,0
761,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
762,0,159,0,68,0,107,0,66,0,0,0,0,0,0,0,0
763,0,167,0,120,0,59,0,54,0,0,0,0,0,0,0,0
764,0,158,0,71,0,108,0,63,0,0,0,0,0,0,0,0
765,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
766,0,163,0,71,0,103,0,63,0,0,0,0,0,0,0,0
767,0,169,0,118,0,58,0,55,0,0,0,0,0,0,0,0
768,0,156,0,69,0,110,0,65,0,0,0,0,0,0,0,0
769,0,166,0,121,0,60,0,53,0,0,0,0,0,0,0,0
770,0,160,0,70,0,106,0,64,0,0,0,0,0,0,0,0
771,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
772,0,158,0,71,0,108,0,63,0,0,0,0,0,0,0,0
773,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
774,0,157,0,72,0,109,0,62,0,0,0,0,0,0,0,0
775,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
776,0,158,0,70,0,108,0,64,0,0,0,0,0,0,0,0
777,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
778,0,160,0,72,0,106,0,62,0,0,0,0,0,0,0,0
779,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
780,0,159,0,68,0,107,0,66,0,0,0,0,0,0,0,0
781,0,168,0,119,0,59,0,54,0,0,0,0,0,0,0,0
782,0,160,0,70,0,106,0,64,0,0,0,0,0,0,0,0
783,0,166,0,121,0,59,0,54,0,0,0,0,0,0,0,0
784,0,160,0,68,0,106,0,66,0,0,0,0,0,0,0,0
785,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
786,0,163,0,71,0,103,0,63,0,0,0,0,0,0,0,0
787,0,168,0,119,0,58,0,55,0,0,0,0,0,0,0,0
788,0,157,0,73,0,109,0,61,0,0,0,0,0,0,0,0
789,0,168,0,118,0,60,0,54,0,0,0,0,0,0,0,0
790,0,160,0,71,0,106,0,63,0,0,0,0,0,0,0,0
791,0,167,0,119,0,60,0,54,0,0,0,0,0,0,0,0
792,0,161,0,74,0,105,0,60,0,0,0,0,0,0,0,0
793,0,167,0,119,0,59,0,55,0,0,0,0,0,0,0,0
794,0,159,0,75,0,107,0,59,0,0,0,0,0,0,0,0
795,0,165,0,120,0,63,0,52,0,0,0,0,0,0,0,0
796,0,157,0,74,0,109,0,60,0,0,0,0,0,0,0,0
797,0,165,0,120,0,61,0,54,0,0,0,0,0,0,0,0
798,0,158,0,72,0,108,0,62,0,0,0,0,0,0,0,0
799,0,165,0,122,0,58,0,55,0,0,0,0,0,0,0,0
800,0,160,0,70,0,106,0,64,0,0,0,0,0,0,0,0
801,0,169,0,118,0,59,0,54,0,0,0,0,0,0,0,0
802,0,158,0,73,0,108,0,61,0,0,0,0,0,0,0,0
803,0,168,0,119,0,60,0,53,0,0,0,0,0,0,0,0
804,0,158,0,72,0,108,0,62,0,0,0,0,0,0,0,0
805,0,170,0,117,0,59,0,54,0,0,0,0,0,0,0,0
806,0,159,0,73,0,107,0,61,0,0,0,0,0,0,0,0
