step,C-NR,C-SR,C-AR,C-UR,OC-NR,OC-SR,OC-AR,OC-UR,OD-NR,OD-SR,OD-AR,OD-UR,D-NR,D-SR,D-AR,D-UR
393,0,193,0,40,0,126,0,36,0,2,0,3,0,0,0,0
394,0,190,0,35,0,128,0,38,0,4,0,5,0,0,0,0
395,0,191,0,42,0,126,0,34,0,4,0,3,0,0,0,0
396,0,186,0,39,0,134,0,35,0,3,0,3,0,0,0,0
397,0,191,0,38,0,125,0,37,0,5,0,4,0,0,0,0
398,0,203,0,38,0,117,0,37,0,3,0,2,0,0,0,0
399,0,189,0,40,0,126,0,35,0,5,0,5,0,0,0,0
400,0,200,0,42,0,116,0,35,0,6,0,1,0,0,0,0
401,0,191,0,46,0,126,0,29,0,4,0,4,0,0,0,0
402,0,195,0,40,0,125,0,34,0,2,0,4,0,0,0,0
403,0,196,0,38,0,121,0,36,0,5,0,4,0,0,0,0
404,0,191,0,42,0,129,0,31,0,3,0,4,0,0,0,0
405,0,194,0,47,0,126,0,30,0,2,0,1,0,0,0,0
406,0,184,0,44,0,132,0,30,0,6,0,4,0,0,0,0
407,0,189,0,43,0,126,0,34,0,6,0,2,0,0,0,0
408,0,195,0,38,0,125,0,36,0,3,0,3,0,0,0,0
409,0,194,0,42,0,124,0,34,0,3,0,3,0,0,0,0
410,0,186,0,39,0,132,0,32,0,5,0,6,0,0,0,0
411,0,186,0,37,0,132,0,41,0,2,0,2,0,0,0,0
412,0,189,0,39,0,130,0,33,0,5,0,4,0,0,0,0
413,0,192,0,38,0,125,0,38,0,4,0,3,0,0,0,0
414,0,201,0,36,0,119,0,40,0,4,0,0,0,0,0,0
415,0,188,0,41,0,126,0,35,0,8,0,2,0,0,0,0
416,0,189,0,44,0,131,0,31,0,3,0,2,0,0,0,0
417,0,193,0,42,0,124,0,32,0,5,0,4,0,0,0,0
418,0,193,0,37,0,127,0,38,0,4,0,1,0,0,0,0
419,0,191,0,49,0,127,0,26,0,4,0,3,0,0,0,0
420,0,201,0,33,0,120,0,38,0,3,0,5,0,0,0,0
421,0,193,0,42,0,127,0,33,0,1,0,4,0,0,0,0
422,0,204,0,30,0,116,0,40,0,4,0,6,0,0,0,0
423,0,192,0,41,0,128,0,35,0,2,0,2,0,0,0,0
424,0,188,0,39,0,131,0,33,0,5,0,4,0,0,0,0
425,0,203,0,33,0,114,0,43,0,5,0,2,0,0,0,0
426,0,191,0,40,0,130,0,33,0,3,0,3,0,0,0,0
427,0,193,0,45,0,125,0,33,0,3,0,1,0,0,0,0
428,0,198,0,40,0,119,0,33,0,7,0,3,0,0,0,0
429,0,194,0,41,0,126,0,34,0,3,0,2,0,0,0,0
430,0,203,0,40,0,116,0,33,0,5,0,3,0,0,0,0
431,0,187,0,40,0,133,0,33,0,3,0,4,0,0,0,0
432,0,199,0,40,0,123,0,30,0,3,0,5,0,0,0,0
433,0,190,0,40,0,126,0,36,0,4,0,4,0,0,0,0
434,0,211,0,41,0,111,0,32,0,3,0,2,0,0,0,0
435,0,188,0,43,0,128,0,31,0,5,0,5,0,0,0,0
436,0,184,0,38,0,139,0,33,0,2,0,4,0,0,0,0
437,0,191,0,41,0,128,0,33,0,3,0,4,0,0,0,0
438,0,186,0,39,0,136,0,32,0,3,0,4,0,0,0,0
439,0,187,0,44,0,131,0,31,0,4,0,3,0,0,0,0
440,0,188,0,39,0,134,0,34,0,3,0,2,0,0,0,0
441,0,192,0,41,0,128,0,31,0,3,0,5,0,0,0,0
442,0,190,0,39,0,132,0,31,0,3,0,5,0,0,0,0
443,0,199,0,39,0,122,0,36,0,2,0,2,0,0,0,0
444,0,197,0,36,0,124,0,35,0,4,0,4,0,0,0,0
445,0,182,0,36,0,138,0,38,0,3,0,3,0,0,0,0
446,0,205,0,37,0,118,0,34,0,3,0,3,0,0,0,0
447,0,193,0,39,0,124,0,36,0,5,0,3,0,0,0,0
448,0,187,0,32,0,135,0,41,0,4,0,1,0,0,0,0
449,0,190,0,38,0,127,0,39,0,4,0,2,0,0,0,0
450,0,191,0,39,0,132,0,31,0,5,0,2,0,0,0,0
451,0,187,0,41,0,130,0,34,0,5,0,3,0,0,0,0
452,0,194,0,32,0,131,0,36,0,3,0,4,0,0,0,0
453,0,187,0,39,0,131,0,36,0,4,0,3,0,0,0,0
454,0,200,0,43,0,123,0,26,0,4,0,4,0,0,0,0
455,0,186,0,41,0,133,0,34,0,3,0,3,0,0,0,0
456,0,202,0,33,0,121,0,38,0,4,0,2,0,0,0,0
457,0,175,0,36,0,140,0,39,0,6,0,4,0,0,0,0
458,0,197,0,42,0,129,0,28,0,2,0,2,0,0,0,0
459,0,192,0,42,0,127,0,32,0,3,0,4,0,0,0,0
460,0,193,0,36,0,131,0,35,0,3,0,2,0,0,0,0
461,0,188,0,43,0,129,0,30,0,5,0,5,0,0,0,0
462,0,188,0,34,0,136,0,38,0,3,0,1,0,0,0,0
463,0,200,0,39,0,121,0,36,0,1,0,3,0,0,0,0
464,0,203,0,33,0,122,0,35,0,3,0,4,0,0,0,0
465,0,203,0,44,0,118,0,30,0,1,0,4,0,0,0,0
466,0,191,0,31,0,133,0,38,0,4,0,3,0,0,0,0
467,0,208,0,33,0,111,0,41,0,3,0,4,0,0,0,0
468,0,217,0,37,0,109,0,32,0,3,0,2,0,0,0,0
469,0,188,0,38,0,127,0,36,0,6,0,5,0,0,0,0
470,0,193,0,39,0,134,0,31,0,2,0,1,0,0,0,0
471,0,187,0,43,0,130,0,33,0,4,0,3,0,0,0,0
472,0,195,0,40,0,130,0,29,0,4,0,2,0,0,0,0
473,0,192,0,43,0,124,0,33,0,5,0,3,0,0,0,0
474,0,201,0,42,0,126,0,28,0,2,0,1,0,0,0,0
475,0,192,0,42,0,124,0,33,0,5,0,4,0,0,0,0
476,0,199,0,37,0,127,0,30,0,3,0,4,0,0,0,0
477,0,196,0,41,0,123,0,34,0,3,0,3,0,0,0,0
478,0,207,0,34,0,116,0,34,0,5,0,4,0,0,0,0
479,0,199,0,40,0,121,0,36,0,2,0,2,0,0,0,0
480,0,211,0,34,0,115,0,32,0,3,0,5,0,0,0,0
481,0,201,0,43,0,118,0,33,0,2,0,3,0,0,0,0
482,0,208,0,36,0,118,0,30,0,3,0,5,0,0,0,0
483,0,201,0,43,0,117,0,32,0,3,0,4,0,0,0,0
484,0,201,0,31,0,126,0,37,0,2,0,3,0,0,0,0
485,0,195,0,39,0,121,0,34,0,5,0,6,0,0,0,0
486,0,195,0,37,0,132,0,31,0,2,0,3,0,0,0,0
487,0,201,0,40,0,118,0,37,0,2,0,2,0,0,0,0
488,0,194,0,39,0,130,0,25,0,5,0,7,0,0,0,0
489,0,192,0,40,0,126,0,35,0,4,0,3,0,0,0,0
490,0,196,0,36,0,130,0,33,0,2,0,3,0,0,0,0
491,0,189,0,43,0,129,0,33,0,4,0,2,0,0,0,0
492,0,205,0,36,0,119,0,31,0,4,0,5,0,0,0,0
493,0,190,0,40,0,131,0,34,0,1,0,4,0,0,0,0
494,0,192,0,38,0,134,0,26,0,2,0,8,0,0,0,0
495,0,196,0,41,0,124,0,32,0,2,0,5,0,0,0,0
496,0,191,0,38,0,136,0,31,0,1,0,3,0,0,0,0
497,0,194,0,36,0,124,0,37,0,4,0,5,0,0,0,0
498,0,203,0,35,0,121,0,35,0,4,0,2,0,0,0,0
499,0,197,0,37,0,121,0,38,0,4,0,3,0,0,0,0
500,0,199,0,36,0,124,0,32,0,5,0,4,0,0,0,0
501,0,186,0,43,0,130,0,33,0,6,0,2,0,0,0,0
502,0,197,0,37,0,128,0,34,0,3,0,1,0,0,0,0
503,0,192,0,40,0,123,0,34,0,7,0,4,0,0,0,0
504,0,192,0,34,0,135,0,33,0,2,0,4,0,0,0,0
505,0,193,0,43,0,124,0,34,0,4,0,2,0,0,0,0
506,0,199,0,37,0,126,0,32,0,4,0,2,0,0,0,0
507,0,189,0,43,0,130,0,33,0,2,0,3,0,0,0,0
508,0,191,0,34,0,132,0,29,0,6,0,8,0,0,0,0
509,0,193,0,44,0,128,0,30,0,1,0,4,0,0,0,0
510,0,194,0,33,0,131,0,33,0,4,0,5,0,0,0,0
511,0,201,0,44,0,118,0,31,0,3,0,3,0,0,0,0
512,0,196,0,37,0,133,0,29,0,2,0,3,0,0,0,0
513,0,204,0,42,0,112,0,34,0,5,0,3,0,0,0,0
514,0,198,0,34,0,130,0,33,0,3,0,2,0,0,0,0
515,0,193,0,45,0,124,0,31,0,3,0,4,0,0,0,0
516,0,207,0,39,0,122,0,26,0,2,0,4,0,0,0,0
517,0,191,0,38,0,125,0,38,0,4,0,4,0,0,0,0
518,0,207,0,35,0,121,0,29,0,2,0,6,0,0,0,0
519,0,201,0,37,0,119,0,38,0,1,0,4,0,0,0,0
520,0,207,0,36,0,122,0,27,0,2,0,6,0,0,0,0
521,0,194,0,38,0,123,0,37,0,4,0,4,0,0,0,0
522,0,205,0,35,0,122,0,30,0,4,0,4,0,0,0,0
523,0,188,0,44,0,130,0,32,0,3,0,3,0,0,0,0
524,0,199,0,36,0,132,0,27,0,3,0,3,0,0,0,0
525,0,190,0,41,0,123,0,38,0,4,0,4,0,0,0,0
526,0,194,0,35,0,134,0,31,0,6,0,0,0,0,0,0
527,0,194,0,38,0,121,0,40,0,5,0,2,0,0,0,0
528,0,206,0,30,0,125,0,32,0,3,0,4,0,0,0,0
529,0,201,0,41,0,115,0,37,0,2,0,4,0,0,0,0
530,0,202,0,30,0,129,0,31,0,3,0,5,0,0,0,0
531,0,195,0,41,0,120,0,38,0,4,0,2,0,0,0,0
532,0,208,0,34,0,121,0,29,0,5,0,3,0,0,0,0
533,0,198,0,51,0,117,0,27,0,4,0,3,0,0,0,0
534,0,196,0,37,0,135,0,27,0,3,0,2,0,0,0,0
535,0,191,0,43,0,123,0,34,0,5,0,4,0,0,0,0
536,0,192,0,38,0,138,0,25,0,4,0,3,0,0,0,0
537,0,192,0,43,0,123,0,37,0,4,0,1,0,0,0,0
538,0,210,0,34,0,117,0,30,0,7,0,2,0,0,0,0
539,0,191,0,45,0,124,0,32,0,4,0,4,0,0,0,0
540,0,198,0,34,0,132,0,30,0,4,0,2,0,0,0,0
541,0,196,0,43,0,122,0,35,0,1,0,3,0,0,0,0
542,0,207,0,34,0,123,0,24,0,5,0,7,0,0,0,0
543,0,200,0,39,0,117,0,38,0,3,0,3,0,0,0,0
544,0,197,0,36,0,135,0,27,0,3,0,2,0,0,0,0
545,0,202,0,40,0,114,0,37,0,4,0,3,0,0,0,0
546,0,209,0,32,0,120,0,31,0,5,0,3,0,0,0,0
547,0,198,0,43,0,120,0,33,0,3,0,3,0,0,0,0
548,0,205,0,38,0,126,0,25,0,4,0,2,0,0,0,0
549,0,190,0,45,0,124,0,31,0,6,0,4,0,0,0,0
550,0,203,0,36,0,128,0,25,0,4,0,4,0,0,0,0
551,0,201,0,41,0,114,0,37,0,3,0,4,0,0,0,0
552,0,196,0,35,0,136,0,27,0,4,0,2,0,0,0,0
553,0,195,0,38,0,122,0,38,0,3,0,4,0,0,0,0
554,0,215,0,32,0,117,0,27,0,4,0,5,0,0,0,0
555,0,193,0,46,0,124,0,31,0,3,0,3,0,0,0,0
556,0,194,0,33,0,139,0,26,0,4,0,4,0,0,0,0
557,0,184,0,43,0,131,0,34,0,4,0,4,0,0,0,0
558,0,210,0,34,0,124,0,25,0,2,0,5,0,0,0,0
559,0,197,0,40,0,121,0,32,0,4,0,6,0,0,0,0
560,0,193,0,31,0,142,0,29,0,1,0,4,0,0,0,0
561,0,186,0,39,0,132,0,35,0,4,0,4,0,0,0,0
562,0,197,0,30,0,136,0,28,0,4,0,5,0,0,0,0
563,0,188,0,40,0,129,0,37,0,3,0,3,0,0,0,0
564,0,203,0,29,0,131,0,30,0,2,0,5,0,0,0,0
565,0,194,0,39,0,126,0,35,0,2,0,4,0,0,0,0
566,0,213,0,29,0,121,0,28,0,3,0,6,0,0,0,0
567,0,196,0,39,0,124,0,35,0,3,0,3,0,0,0,0
568,0,207,0,34,0,126,0,27,0,4,0,2,0,0,0,0
569,0,184,0,38,0,132,0,37,0,6,0,3,0,0,0,0
570,0,205,0,35,0,128,0,26,0,3,0,3,0,0,0,0
571,0,186,0,44,0,130,0,32,0,5,0,3,0,0,0,0
572,0,206,0,32,0,128,0,26,0,3,0,5,0,0,0,0
573,0,192,0,41,0,127,0,36,0,2,0,2,0,0,0,0
574,0,200,0,32,0,132,0,25,0,5,0,6,0,0,0,0
575,0,200,0,39,0,119,0,38,0,3,0,1,0,0,0,0
576,0,206,0,32,0,127,0,23,0,5,0,7,0,0,0,0
577,0,193,0,42,0,126,0,33,0,3,0,3,0,0,0,0
578,0,195,0,32,0,138,0,24,0,5,0,6,0,0,0,0
579,0,201,0,41,0,117,0,36,0,3,0,2,0,0,0,0
580,0,193,0,29,0,141,0,27,0,5,0,5,0,0,0,0
581,0,198,0,45,0,119,0,31,0,3,0,4,0,0,0,0
582,0,202,0,30,0,134,0,28,0,3,0,3,0,0,0,0
583,0,212,0,42,0,109,0,33,0,0,0,4,0,0,0,0
584,0,205,0,31,0,131,0,25,0,3,0,5,0,0,0,0
585,0,203,0,37,0,115,0,37,0,3,0,5,0,0,0,0
586,0,208,0,29,0,129,0,29,0,2,0,3,0,0,0,0
587,0,204,0,43,0,113,0,34,0,4,0,2,0,0,0,0
588,0,206,0,28,0,129,0,29,0,4,0,4,0,0,0,0
589,0,193,0,46,0,125,0,28,0,4,0,4,0,0,0,0
590,0,200,0,31,0,135,0,27,0,4,0,3,0,0,0,0
591,0,192,0,40,0,123,0,37,0,6,0,2,0,0,0,0
592,0,206,0,35,0,128,0,23,0,5,0,3,0,0,0,0
593,0,192,0,44,0,125,0,31,0,5,0,3,0,0,0,0
594,0,200,0,33,0,134,0,25,0,5,0,3,0,0,0,0
595,0,194,0,42,0,125,0,34,0,3,0,2,0,0,0,0
596,0,203,0,32,0,133,0,24,0,3,0,5,0,0,0,0
597,0,202,0,44,0,115,0,31,0,5,0,3,0,0,0,0
598,0,210,0,32,0,126,0,26,0,3,0,3,0,0,0,0
599,0,195,0,45,0,122,0,31,0,5,0,2,0,0,0,0
600,0,208,0,32,0,126,0,27,0,5,0,2,0,0,0,0
601,0,205,0,43,0,115,0,34,0,2,0,1,0,0,0,0
602,0,198,0,29,0,121,0,25,0,20,0,7,0,0,0,0
603,0,191,0,47,0,127,0,29,0,4,0,2,0,0,0,0
604,0,192,0,31,0,141,0,26,0,6,0,4,0,0,0,0
605,0,197,0,38,0,118,0,36,0,7,0,4,0,0,0,0
606,0,207,0,31,0,126,0,27,0,6,0,3,0,0,0,0
607,0,194,0,43,0,123,0,32,0,5,0,3,0,0,0,0
608,0,200,0,30,0,132,0,25,0,7,0,6,0,0,0,0
609,0,202,0,34,0,117,0,43,0,3,0,1,0,0,0,0
610,0,186,0,29,0,131,0,28,0,22,0,4,0,0,0,0
611,0,202,0,35,0,115,0,40,0,5,0,3,0,0,0,0
612,0,219,0,29,0,116,0,28,0,4,0,4,0,0,0,0
613,0,199,0,37,0,121,0,37,0,3,0,3,0,0,0,0
614,0,202,0,29,0,133,0,27,0,4,0,5,0,0,0,0
615,0,211,0,43,0,107,0,32,0,4,0,3,0,0,0,0
616,0,199,0,31,0,135,0,24,0,5,0,6,0,0,0,0
617,0,194,0,43,0,125,0,33,0,3,0,2,0,0,0,0
618,0,213,0,32,0,122,0,24,0,4,0,5,0,0,0,0
619,0,199,0,36,0,120,0,39,0,4,0,2,0,0,0,0
620,0,211,0,30,0,125,0,26,0,3,0,5,0,0,0,0
621,0,209,0,45,0,106,0,29,0,7,0,4,0,0,0,0
622,0,215,0,30,0,122,0,26,0,2,0,5,0,0,0,0
623,0,199,0,42,0,122,0,30,0,2,0,5,0,0,0,0
624,0,208,0,29,0,130,0,28,0,2,0,3,0,0,0,0
625,0,199,0,48,0,119,0,26,0,3,0,5,0,0,0,0
626,0,210,0,28,0,128,0,28,0,2,0,4,0,0,0,0
627,0,199,0,42,0,120,0,32,0,3,0,4,0,0,0,0
628,0,197,0,31,0,140,0,25,0,3,0,4,0,0,0,0
629,0,189,0,36,0,129,0,40,0,3,0,3,0,0,0,0
630,0,202,0,31,0,135,0,23,0,3,0,6,0,0,0,0
631,0,198,0,40,0,120,0,35,0,4,0,3,0,0,0,0
632,0,210,0,30,0,126,0,25,0,4,0,5,0,0,0,0
633,0,201,0,39,0,119,0,35,0,2,0,4,0,0,0,0
634,0,203,0,34,0,133,0,21,0,4,0,5,0,0,0,0
635,0,206,0,40,0,113,0,35,0,3,0,3,0,0,0,0
636,0,211,0,36,0,128,0,21,0,2,0,2,0,0,0,0
637,0,203,0,40,0,111,0,36,0,7,0,3,0,0,0,0
638,0,202,0,30,0,136,0,26,0,3,0,3,0,0,0,0
639,0,193,0,44,0,124,0,33,0,4,0,2,0,0,0,0
640,0,208,0,30,0,130,0,25,0,3,0,4,0,0,0,0
641,0,196,0,40,0,123,0,34,0,3,0,4,0,0,0,0
642,0,191,0,32,0,147,0,22,0,3,0,5,0,0,0,0
643,0,192,0,42,0,125,0,32,0,5,0,4,0,0,0,0
644,0,207,0,27,0,131,0,28,0,3,0,4,0,0,0,0
645,0,193,0,39,0,126,0,36,0,2,0,4,0,0,0,0
646,0,207,0,26,0,130,0,27,0,4,0,6,0,0,0,0
647,0,179,0,41,0,143,0,34,0,0,0,3,0,0,0,0
648,0,212,0,30,0,125,0,26,0,4,0,3,0,0,0,0
649,0,186,0,40,0,132,0,34,0,5,0,3,0,0,0,0
650,0,211,0,31,0,126,0,25,0,4,0,3,0,0,0,0
651,0,195,0,35,0,121,0,40,0,5,0,4,0,0,0,0
652,0,222,0,30,0,115,0,28,0,4,0,1,0,0,0,0
653,0,190,0,40,0,128,0,33,0,5,0,4,0,0,0,0
654,0,202,0,30,0,137,0,25,0,3,0,3,0,0,0,0
655,0,202,0,41,0,117,0,34,0,3,0,3,0,0,0,0
656,0,221,0,31,0,117,0,26,0,4,0,1,0,0,0,0
657,0,199,0,42,0,120,0,32,0,3,0,4,0,0,0,0
658,0,214,0,30,0,126,0,24,0,2,0,4,0,0,0,0
659,0,203,0,35,0,119,0,37,0,2,0,4,0,0,0,0
660,0,222,0,28,0,117,0,25,0,3,0,5,0,0,0,0
661,0,199,0,37,0,120,0,38,0,4,0,2,0,0,0,0
662,0,204,0,31,0,134,0,23,0,4,0,4,0,0,0,0
663,0,202,0,41,0,117,0,31,0,4,0,5,0,0,0,0
664,0,194,0,33,0,145,0,22,0,3,0,3,0,0,0,0
665,0,190,0,39,0,129,0,35,0,4,0,3,0,0,0,0
666,0,210,0,33,0,127,0,23,0,5,0,2,0,0,0,0
667,0,207,0,40,0,113,0,34,0,4,0,2,0,0,0,0
668,0,214,0,31,0,124,0,22,0,4,0,5,0,0,0,0
669,0,195,0,40,0,126,0,32,0,3,0,4,0,0,0,0
670,0,213,0,29,0,124,0,25,0,5,0,4,0,0,0,0
671,0,197,0,37,0,125,0,36,0,1,0,4,0,0,0,0
672,0,220,0,26,0,119,0,28,0,4,0,3,0,0,0,0
673,0,200,0,44,0,122,0,29,0,2,0,3,0,0,0,0
674,0,204,0,28,0,136,0,21,0,4,0,7,0,0,0,0
675,0,198,0,41,0,124,0,32,0,2,0,3,0,0,0,0
676,0,215,0,27,0,123,0,24,0,6,0,5,0,0,0,0
677,0,205,0,41,0,115,0,34,0,3,0,2,0,0,0,0
678,0,203,0,30,0,134,0,23,0,7,0,3,0,0,0,0
679,0,202,0,36,0,117,0,39,0,4,0,2,0,0,0,0
680,0,223,0,32,0,116,0,23,0,5,0,1,0,0,0,0
681,0,200,0,39,0,118,0,36,0,5,0,2,0,0,0,0
682,0,215,0,29,0,126,0,26,0,3,0,1,0,0,0,0
683,0,208,0,42,0,109,0,32,0,8,0,1,0,0,0,0
684,0,204,0,33,0,134,0,23,0,4,0,2,0,0,0,0
685,0,200,0,38,0,121,0,33,0,5,0,3,0,0,0,0
686,0,211,0,32,0,127,0,24,0,4,0,2,0,0,0,0
687,0,193,0,39,0,129,0,31,0,4,0,4,0,0,0,0
688,0,216,0,33,0,123,0,21,0,3,0,4,0,0,0,0
689,0,217,0,35,0,107,0,36,0,2,0,3,0,0,0,0
690,0,213,0,30,0,127,0,23,0,2,0,5,0,0,0,0
691,0,214,0,32,0,109,0,36,0,3,0,6,0,0,0,0
692,0,207,0,31,0,133,0,25,0,2,0,2,0,0,0,0
693,0,206,0,37,0,115,0,32,0,5,0,5,0,0,0,0
694,0,216,0,32,0,124,0,23,0,2,0,3,0,0,0,0
695,0,207,0,34,0,115,0,36,0,5,0,3,0,0,0,0
696,0,210,0,31,0,128,0,23,0,4,0,4,0,0,0,0
697,0,196,0,34,0,127,0,36,0,3,0,4,0,0,0,0
698,0,213,0,30,0,126,0,24,0,3,0,4,0,0,0,0
699,0,209,0,38,0,114,0,29,0,4,0,6,0,0,0,0
700,0,206,0,31,0,134,0,25,0,3,0,1,0,0,0,0
701,0,217,0,34,0,106,0,36,0,3,0,4,0,0,0,0
702,0,213,0,30,0,129,0,24,0,1,0,3,0,0,0,0
703,0,201,0,42,0,122,0,28,0,4,0,3,0,0,0,0
704,0,218,0,27,0,123,0,27,0,2,0,3,0,0,0,0
705,0,204,0,43,0,116,0,28,0,6,0,3,0,0,0,0
706,0,196,0,35,0,144,0,19,0,3,0,3,0,0,0,0
707,0,196,0,33,0,126,0,36,0,5,0,4,0,0,0,0
708,0,216,0,29,0,123,0,26,0,4,0,2,0,0,0,0
709,0,211,0,37,0,110,0,35,0,5,0,2,0,0,0,0
710,0,212,0,32,0,127,0,23,0,4,0,2,0,0,0,0
711,0,190,0,42,0,133,0,29,0,3,0,3,0,0,0,0
712,0,212,0,31,0,128,0,24,0,3,0,2,0,0,0,0
713,0,200,0,38,0,121,0,33,0,5,0,3,0,0,0,0
714,0,204,0,30,0,134,0,25,0,5,0,2,0,0,0,0
715,0,204,0,38,0,118,0,31,0,5,0,4,0,0,0,0
716,0,217,0,31,0,124,0,24,0,2,0,2,0,0,0,0
717,0,188,0,38,0,133,0,30,0,7,0,4,0,0,0,0
718,0,205,0,30,0,133,0,25,0,4,0,3,0,0,0,0
719,0,210,0,39,0,113,0,28,0,6,0,4,0,0,0,0
720,0,214,0,30,0,125,0,25,0,3,0,3,0,0,0,0
721,0,198,0,35,0,128,0,32,0,3,0,4,0,0,0,0
722,0,213,0,27,0,125,0,26,0,4,0,5,0,0,0,0
723,0,206,0,41,0,120,0,28,0,3,0,2,0,0,0,0
724,0,208,0,30,0,130,0,24,0,4,0,4,0,0,0,0
725,0,201,0,35,0,123,0,32,0,6,0,3,0,0,0,0
726,0,204,0,28,0,135,0,29,0,3,0,1,0,0,0,0
727,0,207,0,35,0,114,0,30,0,9,0,5,0,0,0,0
728,0,201,0,28,0,138,0,25,0,4,0,4,0,0,0,0
729,0,195,0,38,0,130,0,30,0,4,0,3,0,0,0,0
730,0,210,0,26,0,130,0,24,0,4,0,6,0,0,0,0
731,0,209,0,41,0,115,0,27,0,4,0,4,0,0,0,0
732,0,211,0,31,0,130,0,21,0,3,0,4,0,0,0,0
733,0,212,0,39,0,114,0,28,0,2,0,5,0,0,0,0
734,0,207,0,27,0,134,0,21,0,3,0,8,0,0,0,0
735,0,198,0,34,0,126,0,34,0,4,0,4,0,0,0,0
736,0,208,0,28,0,131,0,23,0,5,0,5,0,0,0,0
737,0,207,0,35,0,120,0,32,0,1,0,5,0,0,0,0
738,0,197,0,30,0,141,0,24,0,6,0,2,0,0,0,0
739,0,191,0,38,0,132,0,32,0,5,0,2,0,0,0,0
740,0,207,0,30,0,133,0,24,0,4,0,2,0,0,0,0
741,0,217,0,39,0,109,0,28,0,1,0,6,0,0,0,0
742,0,193,0,29,0,148,0,23,0,3,0,4,0,0,0,0
743,0,199,0,37,0,126,0,30,0,3,0,5,0,0,0,0
744,0,209,0,27,0,133,0,22,0,3,0,6,0,0,0,0
745,0,203,0,36,0,118,0,33,0,7,0,3,0,0,0,0
746,0,213,0,28,0,120,0,24,0,11,0,4,0,0,0,0
747,0,197,0,40,0,125,0,27,0,6,0,5,0,0,0,0
748,0,195,0,26,0,144,0,22,0,5,0,8,0,0,0,0
749,0,193,0,36,0,132,0,31,0,3,0,5,0,0,0,0
750,0,209,0,26,0,132,0,25,0,4,0,4,0,0,0,0
751,0,189,0,33,0,134,0,34,0,6,0,4,0,0,0,0
752,0,217,0,26,0,125,0,24,0,3,0,5,0,0,0,0
753,0,199,0,42,0,126,0,25,0,4,0,4,0,0,0,0
754,0,215,0,27,0,125,0,25,0,4,0,4,0,0,0,0
755,0,201,0,37,0,126,0,29,0,2,0,5,0,0,0,0
756,0,210,0,25,0,131,0,24,0,5,0,5,0,0,0,0
757,0,216,0,35,0,113,0,31,0,2,0,3,0,0,0,0
758,0,224,0,26,0,116,0,25,0,6,0,3,0,0,0,0
759,0,212,0,32,0,117,0,32,0,3,0,4,0,0,0,0
760,0,220,0,25,0,122,0,25,0,4,0,4,0,0,0,0
761,0,205,0,34,0,122,0,31,0,5,0,3,0,0,0,0
762,0,213,0,28,0,130,0,22,0,3,0,4,0,0,0,0
763,0,209,0,40,0,118,0,25,0,4,0,4,0,0,0,0
764,0,211,0,27,0,133,0,22,0,2,0,5,0,0,0,0
765,0,217,0,39,0,110,0,27,0,4,0,3,0,0,0,0
766,0,202,0,29,0,140,0,20,0,4,0,5,0,0,0,0
767,0,194,0,35,0,135,0,28,0,3,0,5,0,0,0,0
768,0,212,0,26,0,130,0,24,0,4,0,4,0,0,0,0
769,0,199,0,35,0,130,0,27,0,4,0,5,0,0,0,0
770,0,211,0,27,0,132,0,26,0,3,0,1,0,0,0,0
771,0,201,0,35,0,122,0,29,0,9,0,4,0,0,0,0
772,0,212,0,29,0,130,0,23,0,4,0,2,0,0,0,0
773,0,205,0,37,0,121,0,29,0,5,0,3,0,0,0,0
774,0,202,0,29,0,140,0,21,0,4,0,4,0,0,0,0
775,0,206,0,30,0,123,0,33,0,5,0,3,0,0,0,0
776,0,214,0,28,0,128,0,22,0,4,0,4,0,0,0,0
777,0,215,0,33,0,115,0,31,0,4,0,2,0,0,0,0
778,0,228,0,25,0,117,0,24,0,2,0,4,0,0,0,0
779,0,196,0,36,0,133,0,26,0,3,0,6,0,0,0,0
780,0,208,0,29,0,126,0,23,0,12,0,2,0,0,0,0
781,0,199,0,35,0,130,0,26,0,5,0,5,0,0,0,0
782,0,209,0,27,0,135,0,21,0,3,0,5,0,0,0,0
783,0,205,0,33,0,125,0,31,0,3,0,3,0,0,0,0
784,0,225,0,26,0,120,0,22,0,3,0,4,0,0,0,0
785,0,194,0,35,0,134,0,26,0,6,0,5,0,0,0,0
786,0,217,0,25,0,127,0,25,0,3,0,3,0,0,0,0
787,0,212,0,33,0,119,0,30,0,3,0,3,0,0,0,0
788,0,220,0,24,0,122,0,25,0,5,0,4,0,0,0,0
789,0,216,0,37,0,112,0,27,0,6,0,2,0,0,0,0
790,0,226,0,25,0,120,0,24,0,3,0,2,0,0,0,0
791,0,215,0,35,0,115,0,28,0,4,0,3,0,0,0,0
792,0,230,0,27,0,114,0,22,0,5,0,2,0,0,0,0
793,0,213,0,31,0,118,0,31,0,3,0,4,0,0,0,0
794,0,214,0,26,0,133,0,20,0,2,0,5,0,0,0,0
795,0,213,0,34,0,118,0,28,0,2,0,5,0,0,0,0
796,0,224,0,25,0,123,0,19,0,2,0,7,0,0,0,0
797,0,216,0,36,0,115,0,26,0,3,0,4,0,0,0,0
798,0,206,0,25,0,139,0,20,0,4,0,6,0,0,0,0
799,0,209,0,34,0,124,0,27,0,2,0,4,0,0,0,0
800,0,211,0,25,0,134,0,18,0,4,0,8,0,0,0,0
801,0,189,0,35,0,144,0,26,0,2,0,4,0,0,0,0
